Country Name,Country ISO-3 Code,"Physicians per 1,000 People",Air Pollution,Secondary School Enrollment,Disease Mortality,Traffic Deaths,Region,"Physicians per 1,000 People_Norm",Air Pollution_Norm,Secondary School Enrollment_Norm,Disease Mortality_Norm,Traffic Deaths_Norm
Peru,PER,0.51,80.75,25.56,33.04,15.8,Other,0.10660980810234541,0.10288701437566827,0.2560595393744342,0.5935954178599323,0.6409090909090909
Philippines,PHL,0.15,33.4,46.21,35.77,9.8,Other,0.029850746268656712,0.665438992515148,0.4637433370210198,0.5580577974485811,0.7772727272727272
Palau,PLW,1.38,7.74,46.3,30.8,4.78,Other,0.29211087420042636,0.9702982060116431,0.46464849642964895,0.6227544910179641,0.8913636363636364
Papua New Guinea,PNG,0.08,18.08,32.38,49.87,17.4,Other,0.014925373134328358,0.847451586075799,0.3246505078950015,0.37451184587347053,0.6045454545454545
Poland,POL,1.0,31.59,89.73,3.95,18.6,Other,0.21108742004264391,0.6869430913627184,0.9014381977270441,0.9722728456131216,0.5772727272727272
Puerto Rico (US),PRI,1.75,6.84,76.27,30.8,18.95,Other,0.371002132196162,0.9809908518474516,0.766066579503168,0.6227544910179641,0.5693181818181818
"Korea, Dem. People's Rep.",PRK,2.55,41.65,46.3,45.71,22.7,Other,0.5415778251599147,0.5674230723535703,0.46464849642964895,0.42866441030981517,0.4840909090909091
Portugal,PRT,0.8,13.79,22.47,8.47,19.4,Other,0.16844349680170576,0.8984198645598194,0.2249823996781655,0.9134340015620932,0.5590909090909091
Paraguay,PRY,0.53,13.32,33.23,26.08,9.4,Other,0.11087420042643922,0.9040038018296305,0.333199235643166,0.6841968237438167,0.7863636363636364
West Bank and Gaza,PSE,0.5,24.74,73.24,30.8,5.3,Other,0.1044776119402985,0.7683260068908162,0.7355928794126521,0.6227544910179641,0.8795454545454545
Pacific island small states,PSS,0.28,11.49,57.08,22.35,12.83,Other,0.057569296375266525,0.9257455150291077,0.5730664789299004,0.7327518875292893,0.708409090909091
French Polynesia,PYF,1.25,29.93,46.3,30.8,18.95,Other,0.26439232409381663,0.7066650825709873,0.46464849642964895,0.6227544910179641,0.5693181818181818
Qatar,QAT,0.51,89.41,24.23,6.51,31.2,Other,0.10660980810234541,0.0,0.2426832947802474,0.938948190575371,0.2909090909090909
Romania,ROU,1.27,23.09,70.4,4.66,12.4,Other,0.26865671641791045,0.7879291909231317,0.7070300714070201,0.9630304608174954,0.7181818181818183
Russian Federation,RUS,3.87,25.93,91.69,4.28,27.9,Other,0.8230277185501066,0.7541879529523583,0.9211505581816353,0.9679770892996615,0.36590909090909096
Rwanda,RWA,0.01,30.38,28.1,62.72,38.0,Other,0.0,0.701318759653083,0.28160514935130243,0.2072376985160116,0.13636363636363635
Saudi Arabia,SAU,0.06,46.8,17.44,15.17,17.1,Other,0.01066098081023454,0.506237376737555,0.17439404606255657,0.8262171309554803,0.6113636363636363
Sudan,SDN,0.03,53.72,31.5,53.95,25.5,Other,0.004264392324093816,0.42402281097778316,0.3158000603439605,0.32140067690705554,0.4204545454545454
Senegal,SEN,0.04,66.6,15.0,63.8,24.8,Other,0.006396588486140724,0.27099916834976845,0.14985416876194307,0.19317885967196058,0.4363636363636364
Singapore,SGP,0.42,35.03,99.53,13.67,6.5,Other,0.08742004264392322,0.6460734228347392,1.0,0.8457432960166623,0.8522727272727273
Solomon Islands,SLB,0.19,12.43,23.56,41.4,17.7,Other,0.038379530916844345,0.9145776404894855,0.2359448858493412,0.48476959125227814,0.5977272727272727
Sierra Leone,SLE,0.05,43.18,33.41,74.63,31.2,Other,0.008528784648187633,0.5492455744326958,0.33500955446042435,0.05219994793022653,0.2909090909090909
El Salvador,SLV,0.19,33.25,47.93,21.63,35.9,Other,0.038379530916844345,0.6672211001544494,0.4810419390525998,0.7421244467586566,0.18409090909090908
San Marino,SMR,2.06,15.37,43.86,30.8,3.2,Other,0.43710021321961623,0.8796483307591778,0.4401086191290354,0.6227544910179641,0.9272727272727272
Somalia,SOM,0.02,22.51,0.1,70.95,27.6,Other,0.0021321961620469083,0.7948200071284305,0.0,0.10010413954699293,0.3727272727272727
Serbia,SRB,2.6,34.29,89.59,2.68,10.9,Other,0.5522388059701493,0.654865153855293,0.9000301719802877,0.9888049986982557,0.7522727272727272
Sub-Saharan Africa (excluding high income),SSA,0.16,40.57,19.71,68.97,30.6,Other,0.03198294243070362,0.5802542473565404,0.19722417781353715,0.12587867742775316,0.30454545454545456
South Sudan,SSD,0.04,33.46,5.08,74.61,19.2,Other,0.006396588486140724,0.6647261494594274,0.05008548727748165,0.052460296797708916,0.5636363636363637
Small states,SST,1.0,20.34,38.43,26.8,17.45,Other,0.21108742004264391,0.8206011643103244,0.38549733480840787,0.6748242645144493,0.603409090909091
Sao Tome and Principe,STP,0.3,24.26,30.43,57.35,12.3,Other,0.06183368869936033,0.7740287513365807,0.3050387207080358,0.277141369435043,0.7204545454545455
Suriname,SUR,0.51,29.72,51.4,20.47,25.7,Other,0.10660980810234541,0.7091600332660093,0.5159408629186362,0.7572246810726374,0.4159090909090909
Slovak Republic,SVK,3.32,26.11,85.14,4.16,15.1,Other,0.7057569296375266,0.7520494237851967,0.8552750678869556,0.9695391825045561,0.6568181818181817
Slovenia,SVN,1.77,25.13,89.07,5.37,16.4,Other,0.37526652452025583,0.7636925270286326,0.8948003620637633,0.9537880760218693,0.6272727272727273
Sweden,SWE,1.0,11.12,84.79,5.46,6.7,Other,0.21108742004264391,0.9301413805393846,0.8517550035200644,0.9526165061181984,0.8477272727272727
Eswatini,SWZ,0.1,24.03,11.22,62.61,29.9,Other,0.019189765458422176,0.7767613163835096,0.11183747359951725,0.20866961728716493,0.32045454545454544
Sint Maarten (Dutch part),SXM,0.82,29.93,76.49,30.8,18.95,Other,0.17270788912579954,0.7066650825709873,0.7682791913909283,0.6227544910179641,0.5693181818181818
Seychelles,SYC,0.31,8.73,44.91,12.31,13.6,Other,0.06396588486140724,0.9585362955922537,0.4506688122297093,0.8634470190054673,0.6909090909090909
Syrian Arab Republic,SYR,0.22,25.87,26.2,14.89,22.0,Other,0.04477611940298507,0.7549007960080789,0.262496228502464,0.8298620151002343,0.5
Chad,TCD,0.01,55.28,6.11,73.49,27.0,Other,0.0,0.4054888915290483,0.06044453384290456,0.06703983337672492,0.38636363636363635
East Asia & Pacific (IDA & IBRD countries),TEA,0.87,44.67,60.64,15.98,20.77,Other,0.1833688699360341,0.5315433052156351,0.6088705622045659,0.8156730018224421,0.5279545454545455
Europe & Central Asia (IDA & IBRD countries),TEC,3.33,26.94,79.9,6.02,18.0,Other,0.7078891257995735,0.7421884281810621,0.802574675651212,0.9453267378286905,0.5909090909090908
Togo,TGO,0.02,60.04,15.77,63.57,30.1,Other,0.0021321961620469083,0.3489366757752169,0.15759831036910388,0.19617287164800845,0.3159090909090909
Thailand,THA,0.13,44.3,15.64,23.93,39.0,Other,0.0255863539445629,0.5359391707259119,0.15629085788997285,0.7121843269981776,0.11363636363636365
Tajikistan,TJK,2.53,33.41,61.97,38.49,19.5,Other,0.5373134328358209,0.6653201853391946,0.6222468067987528,0.522650351470971,0.5568181818181819
Turkmenistan,TKM,2.84,19.34,46.3,22.52,16.1,Other,0.603411513859275,0.8324818819056671,0.46464849642964895,0.7305389221556886,0.634090909090909
Latin America & the Caribbean (IDA & IBRD countries),TLA,1.16,27.03,58.87,20.06,17.64,Other,0.24520255863539442,0.7411191635974813,0.5910690938348586,0.7625618328560271,0.5990909090909091
Timor-Leste,TLS,0.08,21.84,34.49,62.26,14.5,Other,0.014925373134328358,0.8027800879173101,0.3458714673639746,0.21322572246810734,0.6704545454545454
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,0.52,45.55,20.84,37.02,18.06,Other,0.10874200426439232,0.5210882737317335,0.20858895705521469,0.5417859932309295,0.5895454545454546
Tonga,TON,0.38,12.69,69.02,14.4,13.3,Other,0.0788912579957356,0.9114886539146965,0.6931509604747058,0.8362405623535538,0.6977272727272728
South Asia (IDA & IBRD),TSA,1.07,60.35,37.95,46.78,16.17,Other,0.2260127931769723,0.3452536533206606,0.3806698179623856,0.41473574589950535,0.6325
Sub-Saharan Africa (IDA & IBRD countries),TSS,0.15,39.23,19.72,68.71,30.0,Other,0.029850746268656712,0.5961744089342997,0.1973247510811626,0.12926321270502483,0.31818181818181823
Trinidad and Tobago,TTO,0.42,24.14,34.15,12.81,13.6,Other,0.08742004264392322,0.7754544374480219,0.3424519762647088,0.8569382973184066,0.6909090909090909
Tunisia,TUN,0.1,22.25,20.3,11.15,23.7,Other,0.019189765458422176,0.7979089937032198,0.20315800060343958,0.878547253319448,0.4613636363636364
Turkiye,TUR,0.3,21.74,24.23,13.37,9.0,Other,0.06183368869936033,0.8039681596768444,0.2426832947802474,0.8496485290288988,0.7954545454545454
Tuvalu,TUV,0.62,5.24,68.02,30.8,18.95,Other,0.13006396588486138,1.0,0.6830936337121593,0.6227544910179641,0.5693181818181818
Tanzania,TZA,0.06,16.55,23.94,72.22,32.2,Other,0.01066098081023454,0.8656290839966734,0.2397666700191089,0.08357198646185893,0.2681818181818181
Uganda,UGA,0.07,28.62,16.34,74.73,33.9,Other,0.01279317697228145,0.7222288226208863,0.1633309866237554,0.05089820359281427,0.2295454545454546
Ukraine,UKR,3.52,33.06,93.57,3.46,13.6,Other,0.7484008528784648,0.6694784364975644,0.9400583324952227,0.978651392866441,0.6909090909090909
Uruguay,URY,1.06,13.27,56.17,7.3,16.8,Other,0.22388059701492535,0.9045978377093976,0.563914311575983,0.9286644103098152,0.6181818181818182
United States,USA,1.1,14.1,89.34,6.28,15.7,Other,0.232409381663113,0.8947368421052632,0.897515840289651,0.9419422025514189,0.6431818181818182
Uzbekistan,UZB,2.67,31.44,85.91,20.34,9.7,Other,0.5671641791044776,0.6887251990020197,0.8630192094941165,0.7589169487112731,0.7795454545454545
St. Vincent and the Grenadines,VCT,0.1,23.86,36.9,17.19,4.6,Other,0.019189765458422176,0.7787810383747179,0.37010962486171173,0.7999218953397553,0.8954545454545455
"Venezuela, RB",VEN,0.67,22.84,24.58,16.02,27.4,Other,0.14072494669509594,0.7908993703219674,0.24620335914713865,0.8151523040874773,0.3772727272727273
British Virgin Islands,VGB,0.82,29.93,61.23,30.8,18.95,Other,0.17270788912579954,0.7066650825709873,0.6148043849944684,0.6227544910179641,0.5693181818181818
Virgin Islands (U.S.),VIR,1.65,8.15,46.3,30.8,18.95,Other,0.3496801705756929,0.9654271117975526,0.46464849642964895,0.6227544910179641,0.5693181818181818
Viet Nam,VNM,0.24,28.61,35.77,18.13,24.1,Other,0.049040511727078885,0.7223476297968398,0.35874484562003417,0.7876854985680812,0.45227272727272727
Vanuatu,VUT,0.28,14.7,14.17,23.29,14.1,Other,0.057569296375266525,0.8876084115480575,0.14150658754902945,0.7205154907576152,0.6795454545454546
Samoa,WSM,0.44,12.89,40.86,14.13,14.9,Other,0.09168443496801705,0.9091125103956279,0.4099366388413959,0.8397552720645665,0.6613636363636364
"Yemen, Rep.",YEM,0.02,43.88,33.48,49.97,21.9,Other,0.0021321961620469083,0.5409290721159559,0.3357135673338026,0.3732101015360584,0.5022727272727273
South Africa,ZAF,0.49,24.57,51.19,47.88,44.0,Other,0.10234541577825158,0.7703457288820245,0.5138288242985014,0.40041655818797195,0.0
Zambia,ZMB,0.11,23.39,46.3,74.26,27.4,Other,0.021321961620469083,0.784364975644529,0.46464849642964895,0.05701640197865132,0.3772727272727273
Zimbabwe,ZWE,0.2,20.81,42.42,78.64,29.3,Other,0.04051172707889125,0.8150172270405133,0.4256260685909685,0.0,0.3340909090909091
